age_of_driver,safety_rating,annual_income,high_education,address_change,zip_code,past_num_of_claims,witness_present,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,claim_year,claim_month,claim_day,claim_dayofyear,weekend_claim,claim_vehicle_ratio,injury_claim_ratio,claim_premium_ratio,vehicle_old,gender_F,gender_M,marital_status_*,marital_status_0,marital_status_1,property_status_Own,property_status_Rent,claim_day_of_week_*,claim_day_of_week_Friday,claim_day_of_week_Monday,claim_day_of_week_Saturday,claim_day_of_week_Sunday,claim_day_of_week_Thursday,claim_day_of_week_Tuesday,claim_day_of_week_Wednesday,accident_site_Highway,accident_site_Local,accident_site_Parking Lot,channel_Broker,channel_Online,channel_Phone,vehicle_category_Compact,vehicle_category_Large,vehicle_category_Medium,vehicle_color_black,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,fraud_reported
49.0,55.0,62254.4,1.0,0.0,20139.0,2.0,0.0,32.0,1.0,9.0,22935.45749,14398.34982,1596.666984,2000.0,1239.06,9.691481678,3.0,2024.0,8.0,20.0,233.0,0.0,0.6277768745741291,0.11089235946901031,11.620381434313108,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32.0,79.0,55425.6,1.0,0.0,50052.0,0.0,0.0,38.0,0.0,5.0,29144.474,14184.99273,11775.53301,500.0,1354.2,9.426792879,4.0,2023.0,11.0,12.0,316.0,1.0,0.48671294359266876,0.8301402217214954,10.474813712893221,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
57.0,84.0,64660.8,1.0,0.0,80002.0,0.0,0.0,86.0,0.0,5.0,22268.79328,35648.74778,5527.266385,500.0,1055.6,8.735097419,1.0,2023.0,9.0,10.0,253.0,1.0,1.6008387761189005,0.15504798146376855,33.77107595680182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
46.0,35.0,61273.6,0.0,1.0,80018.0,0.0,0.0,0.0,1.0,5.0,5518.348767,11426.08248,5093.401147,500.0,1232.57,8.233683323,1.0,2024.0,3.0,3.0,63.0,1.0,2.0705618587082677,0.4457696814210289,9.270128658007254,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35.0,69.0,56875.2,0.0,1.0,20141.0,2.0,0.0,22.0,1.0,2.0,12745.99259,41845.32292,5755.3803,2000.0,1246.68,8.652566005,5.0,2023.0,1.0,7.0,7.0,1.0,3.2830179858122763,0.13753939265812695,33.56540805980684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,84.0,63526.4,1.0,0.0,50038.0,0.0,0.0,89.0,1.0,5.0,20048.43345,11781.08643,2065.618728,1000.0,999.43,9.738368494,3.0,2023.0,2.0,10.0,41.0,0.0,0.5876312710108529,0.17533346693221738,11.7878054791231,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27.0,89.0,52724.8,0.0,1.0,20115.0,0.0,0.0,49.0,0.0,4.0,18886.04418,6400.7186,4017.374919,1000.0,1726.91,10.06975862,4.0,2023.0,3.0,23.0,82.0,0.0,0.33891261393840494,0.6276443584006333,3.7064575455582514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
61.0,56.0,65772.8,1.0,1.0,85074.0,0.0,1.0,78.0,1.0,7.0,39964.04518,7776.600555,8550.842796,500.0,1518.54,9.036145556,4.0,2024.0,8.0,24.0,237.0,1.0,0.19458992501819605,1.0995605001856754,5.121103530364692,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
73.0,84.0,68614.4,0.0,1.0,50047.0,0.0,0.0,4.0,1.0,2.0,12609.41485,10554.01497,6380.155693,2000.0,1239.06,7.629776259,1.0,2023.0,10.0,31.0,304.0,0.0,0.8369948245457244,0.6045240329046074,8.51775940632415,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.0,83.0,62588.8,1.0,1.0,50057.0,0.0,1.0,2.0,1.0,4.0,30182.84082,28411.03437,1611.11266,2000.0,1246.68,10.09519918,1.0,2024.0,8.0,24.0,237.0,1.0,0.9412975584184922,0.05670728629652493,22.789356025604004,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45.0,88.0,60918.4,1.0,1.0,50006.0,0.0,0.0,96.0,0.0,4.0,18979.88767,27651.93094,5742.614769,1000.0,1622.67,8.931991083,4.0,2024.0,6.0,17.0,169.0,0.0,1.4569069860043065,0.20767500039908607,17.041007068596816,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36.0,72.0,57334.4,0.0,1.0,15012.0,0.0,0.0,49.0,1.0,7.0,12467.87571,38118.04799,6096.861357,500.0,1055.6,9.685342732,2.0,2024.0,5.0,14.0,135.0,0.0,3.0573009289326643,0.15994684089278308,36.11031450359985,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
65.0,83.0,66766.4,1.0,1.0,50022.0,3.0,0.0,82.0,0.0,4.0,20803.75033,48260.09303,6815.289387,2000.0,1155.97,9.942715363,2.0,2023.0,12.0,9.0,343.0,1.0,2.319778514184851,0.14121998030056426,41.748568760434964,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
53.0,48.0,63518.4,0.0,0.0,80110.0,0.0,0.0,1.0,1.0,3.0,9758.374519,9147.872025,2966.350889,1000.0,1726.91,8.429003535,2.0,2023.0,12.0,9.0,343.0,1.0,0.9374380955751058,0.32426676727585724,5.297248857786451,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
35.0,93.0,56894.4,1.0,0.0,85046.0,0.0,1.0,72.0,1.0,2.0,22850.98891,5513.368095,3939.076812,500.0,1232.57,7.995488325,4.0,2024.0,12.0,21.0,356.0,1.0,0.24127481382598945,0.7144592459865498,4.473066921148495,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
24.0,66.0,50840.0,1.0,0.0,15038.0,1.0,0.0,100.0,1.0,2.0,12370.25515,26775.28389,3508.669498,1000.0,1324.78,9.312123651,1.0,2024.0,6.0,26.0,178.0,0.0,2.164489217508177,0.13104135561791053,20.2111172345597,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35.0,86.0,56854.4,0.0,0.0,50012.0,3.0,1.0,100.0,1.0,6.0,24273.4692,17855.90431,5252.215548,1000.0,999.43,7.48281309,5.0,2023.0,2.0,24.0,55.0,0.0,0.7356140221604583,0.2941444721485517,17.866087980148688,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
39.0,32.0,58632.0,1.0,0.0,15024.0,0.0,1.0,50.0,1.0,3.0,25942.86282,12592.4274,4519.378937,1000.0,1324.78,8.537234496,5.0,2024.0,12.0,24.0,359.0,0.0,0.48539081778947635,0.3588965648513487,9.50529703045034,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32.0,37.0,55462.4,1.0,0.0,20153.0,0.0,0.0,78.0,1.0,5.0,6560.726545,44315.1909,6198.491883,500.0,1082.36,9.952206686,3.0,2023.0,6.0,23.0,174.0,0.0,6.7546163669590955,0.1398728462433409,40.943115876418204,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
47.0,68.0,61604.8,0.0,1.0,20159.0,0.0,0.0,100.0,0.0,3.0,12801.34177,54909.84218,1231.041624,500.0,1055.6,9.372867636,4.0,2024.0,1.0,27.0,27.0,1.0,4.289381782516068,0.022419325482024178,52.01766026904131,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30.0,90.0,54412.8,1.0,0.0,85034.0,0.0,0.0,50.0,0.0,2.0,26018.5695,9230.198025,1762.118876,1000.0,999.43,9.061791062,0.0,2024.0,10.0,13.0,287.0,1.0,0.3547542467697926,0.1909080250745758,9.23546223847593,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,65.0,59416.0,1.0,0.0,80025.0,3.0,0.0,86.0,0.0,4.0,9764.696006,7627.801889,6115.568477,500.0,1232.57,9.192306621,6.0,2023.0,9.0,3.0,246.0,1.0,0.7811612245084776,0.8017471567817221,6.188534435366755,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33.0,86.0,55932.8,1.0,1.0,50001.0,1.0,0.0,14.0,1.0,2.0,40010.99354,9414.833596,4519.360795,2000.0,1246.68,10.04326087,3.0,2024.0,11.0,21.0,326.0,0.0,0.2353061687055522,0.48002556273751895,7.551924789039689,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
50.0,76.0,62572.8,0.0,0.0,20135.0,0.0,0.0,49.0,1.0,7.0,11266.8048,29878.25865,6768.662677,500.0,1055.6,8.594304684,5.0,2023.0,8.0,23.0,235.0,0.0,2.6518839351863095,0.22654140444694223,28.304526951496783,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52.0,93.0,63212.8,1.0,1.0,20113.0,0.0,0.0,18.0,0.0,5.0,58385.30579,6546.170911,1987.987246,500.0,1078.65,9.063778311,5.0,2023.0,2.0,23.0,54.0,0.0,0.11212017856933451,0.3036870367468473,6.068855431326194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
33.0,97.0,55931.2,1.0,0.0,20148.0,0.0,1.0,50.0,1.0,8.0,31519.41059,5560.075961,1390.401878,1000.0,1622.67,8.836419851,3.0,2024.0,3.0,9.0,69.0,1.0,0.1764016476489575,0.2500688637624172,3.426498278146511,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45.0,72.0,60924.8,1.0,1.0,15010.0,0.0,0.0,41.0,1.0,5.0,23161.42215,15479.8453,4537.015104,2000.0,1155.97,8.975065434,2.0,2024.0,10.0,17.0,291.0,0.0,0.6683460626790572,0.2930917600319946,13.39121715961487,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40.0,73.0,59022.4,1.0,1.0,20140.0,2.0,0.0,7.0,1.0,2.0,17083.65699,10192.28669,4398.859154,1000.0,1726.91,8.187030468,5.0,2024.0,11.0,19.0,324.0,0.0,0.5966103566681363,0.4315870704771158,5.902036985135299,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44.0,88.0,60576.0,1.0,1.0,50033.0,0.0,0.0,76.0,1.0,3.0,40263.26973,19308.67133,3443.325472,500.0,1078.65,8.987346481,4.0,2023.0,12.0,9.0,343.0,1.0,0.47956043956393307,0.17833052379166472,17.90077534881565,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
58.0,79.0,64960.0,1.0,1.0,50050.0,0.0,0.0,25.0,0.0,3.0,7495.484222,19737.27164,5092.405058,500.0,1518.54,10.54809575,2.0,2023.0,5.0,13.0,133.0,1.0,2.633221691277679,0.25800957451888223,12.997531602723669,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
81.0,62.0,70323.2,0.0,1.0,80037.0,0.0,0.0,93.0,0.0,6.0,25671.20446,12138.1892,5306.298736,2000.0,1246.68,9.724449659,4.0,2023.0,9.0,18.0,261.0,0.0,0.4728328668377565,0.43715735918830456,9.73641126832868,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
31.0,62.0,54937.6,0.0,1.0,15010.0,0.0,0.0,34.0,1.0,2.0,14800.26419,32690.50663,4852.670395,500.0,1354.2,7.286333992,7.0,2023.0,6.0,30.0,181.0,0.0,2.2087785873503383,0.14844280175660282,24.14008760153596,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33.0,69.0,55936.0,1.0,1.0,50023.0,0.0,0.0,11.0,0.0,7.0,17681.97627,39138.47869,3096.502151,500.0,1055.6,9.189578193,5.0,2024.0,2.0,1.0,32.0,0.0,2.21346743669168,0.07911656902983216,37.07699762220539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
49.0,60.0,62243.2,1.0,1.0,85050.0,0.0,1.0,11.0,1.0,5.0,18628.20478,9219.594629,4597.472753,1000.0,999.43,8.941829721,3.0,2023.0,11.0,12.0,316.0,1.0,0.49492663076683224,0.4986632208902946,9.224852795093202,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
35.0,65.0,56891.2,1.0,1.0,15025.0,0.0,0.0,99.0,1.0,4.0,21506.81086,19653.1751,3360.74749,1000.0,999.43,8.279535581,1.0,2023.0,1.0,17.0,17.0,0.0,0.9138116863506001,0.17100277552607773,19.664383798765297,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
31.0,47.0,54918.4,0.0,0.0,80109.0,0.0,0.0,26.0,1.0,4.0,19520.75713,33420.03778,5437.467635,2000.0,1155.97,8.090667053,6.0,2024.0,1.0,13.0,13.0,1.0,1.712025694364038,0.16270082250637122,28.910817564469664,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
51.0,77.0,62900.8,1.0,1.0,80030.0,0.0,0.0,0.0,1.0,3.0,29180.117,8300.828111,2719.138425,500.0,1078.65,7.694734252,1.0,2023.0,6.0,24.0,175.0,1.0,0.28446863701745956,0.32757435627376524,7.695571418903259,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,95.0,53883.2,1.0,1.0,50054.0,2.0,0.0,73.0,0.0,6.0,10702.04225,36256.24693,8849.02695,2000.0,1239.06,9.123761541,7.0,2023.0,12.0,21.0,355.0,0.0,3.387787684168412,0.24406902807907369,29.261090609010058,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
37.0,81.0,57766.4,1.0,1.0,85078.0,0.0,0.0,51.0,0.0,6.0,10205.33254,6949.490413,2732.040278,500.0,1082.36,8.868124479,4.0,2023.0,12.0,28.0,362.0,0.0,0.6809665815162159,0.39312814546651276,6.420682964078496,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
44.0,78.0,60508.8,1.0,0.0,85050.0,0.0,0.0,80.0,0.0,7.0,19209.47239,15595.03987,5163.137417,500.0,1354.2,9.463825561,4.0,2024.0,9.0,13.0,257.0,0.0,0.8118411351119884,0.33107561506990874,11.516053662679072,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
27.0,79.0,52721.6,0.0,1.0,15038.0,0.0,0.0,94.0,0.0,7.0,6125.777949,29606.40917,7336.858771,1000.0,999.43,10.16219357,2.0,2024.0,6.0,7.0,159.0,0.0,4.833085596064265,0.24781319236898192,29.623294447835267,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
43.0,76.0,60174.4,1.0,1.0,50010.0,0.0,0.0,6.0,1.0,5.0,43716.71925,18808.39291,3447.613278,2000.0,1155.97,9.891077374,2.0,2023.0,11.0,22.0,326.0,0.0,0.4302334034363752,0.18330185330012866,16.27065833023348,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,83.0,56404.8,0.0,0.0,50037.0,0.0,0.0,97.0,0.0,6.0,16545.03765,13219.19128,4355.427294,500.0,1078.65,8.592752223,3.0,2023.0,5.0,8.0,128.0,0.0,0.7989822422676687,0.3294775907047772,12.25531106475687,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
46.0,73.0,61273.6,0.0,0.0,80022.0,0.0,0.0,0.0,0.0,5.0,20226.42897,15621.61178,7079.038973,1000.0,1324.78,8.44582963,1.0,2024.0,8.0,21.0,234.0,0.0,0.772336619735006,0.45315675953893153,11.79185357568804,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
70.0,29.0,67988.8,1.0,1.0,85043.0,0.0,0.0,91.0,0.0,6.0,7411.405162,28154.80651,10725.21901,500.0,1518.54,9.074776688,3.0,2024.0,1.0,31.0,31.0,0.0,3.7988486521228455,0.3809374078344537,18.540707857547382,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
53.0,72.0,63542.4,1.0,1.0,50022.0,0.0,0.0,83.0,1.0,5.0,27567.49631,45390.98537,4791.493834,2000.0,1239.06,10.66993238,5.0,2023.0,4.0,21.0,111.0,0.0,1.646539999845202,0.10556047186335844,36.63340384646426,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
62.0,80.0,66024.0,1.0,1.0,80010.0,0.0,0.0,96.0,0.0,9.0,26232.70433,20753.69527,3866.66264,2000.0,1246.68,7.710100561,3.0,2024.0,6.0,2.0,154.0,1.0,0.7911382299333071,0.18631200803980968,16.6471711024481,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
44.0,93.0,60539.2,1.0,0.0,85003.0,0.0,0.0,34.0,0.0,4.0,10748.84999,28554.15103,3087.91711,500.0,1354.2,9.585856435,4.0,2023.0,11.0,24.0,328.0,0.0,2.656484280324392,0.10814249412478505,21.085623268350318,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
49.0,78.0,62256.0,1.0,1.0,20141.0,1.0,0.0,15.0,1.0,4.0,21363.43512,5614.787038,1561.665171,1000.0,999.43,9.156527396,6.0,2023.0,5.0,3.0,123.0,0.0,0.262822294563647,0.2781343549507567,5.617989291896381,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
47.0,90.0,61596.8,1.0,0.0,80001.0,0.0,0.0,51.0,1.0,5.0,27490.62436,13337.96576,3828.152232,2000.0,1155.97,10.08584653,4.0,2024.0,6.0,8.0,160.0,1.0,0.4851823510930255,0.2870117003509237,11.53833210204417,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
51.0,64.0,62900.8,1.0,0.0,15018.0,0.0,0.0,85.0,0.0,7.0,22097.15246,22678.06899,4394.648763,500.0,1518.54,8.225091493,6.0,2023.0,5.0,25.0,145.0,0.0,1.0262892031473996,0.1937840812168726,14.934126852107946,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
